doc_id,text,incident_type,affected_raw,affected_individuals,credit_monitoring,retraining,technical_safeguards,media_notice
claim_26,"Herr Foods, the covered entity(CE) reported that its business associate (BA) experienced a hacking attack that compromised the protected health information (PHI) of 1,164 individuals. The PHI involved included names, birthdates, addresses, claims information, health insurance information, diagnoses, and other treatment information. Following the discovery of the incident, the covered entity provided notice to HHS and the affected individuals. The BA implemented additional administrative, technical, and security safeguards.",Hacking,"1,164 individuals",1164,0,0,1,0
claim_27,"The covered entity (CE), UNC Hospitals, reported that an employee was the target of an email phishing scheme that affected the protected health information (PHI) of 6,377 individuals. The PHI involved included demographic, financial, and clinical information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In its mitigation efforts, the CE implemented additional administrative, technical, and security safeguards to better protect its PHI. OCR provided technical assistance to the CE.",Phishing,"6,377 individuals",6377,0,0,1,1
claim_28,"The covered entity (CE), UNC Chapel Hill � School of Medicine, reported that an employee was the target of an email phishing scheme that affected the protected health information (PHI) of 799 individuals. The PHI involved included demographic, financial, and clinical information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In its mitigation efforts, the CE implemented additional administrative, technical, and security safeguards to better protect its PHI. OCR provided technical assistance to the CE.",Phishing,799 individuals,799,0,0,1,1
claim_29,"The covered entity (CE), Roush Fenway Keselowski Racing, LLC, reported that it experienced a hacking attack that compromised the protected health information (PHI) of approximately 2,160 individuals. The PHI involved demographic, clinical, and financial information. The CE notified HHS, affected individuals, and the media. In its mitigation efforts, the CE enhanced its access controls, retrained its workforce, and strengthened its threat detection solutions to better protect its PHI. OCR provided technical assistance regarding the HIPAA Rules.",Hacking,"2,160 individuals",2160,0,1,1,1
claim_30,"Sentara Health, the covered entity (CE), reported that an employee mailed the protected health information (PHI) of 696 individuals to the wrong recipients. The PHI involved included names, addresses, and treatment information. The CE notified HHS and the affected individuals. The CE also took corrective actions in response to the breach, implementing additional administrative, technical, and security safeguards to better protect its PHI.",Wrong recipient,696 individuals,696,0,0,1,0
claim_31,"The covered entity (CE), Meridian Valley Laboratories, Inc., reported that it experienced a hacking incident that affected the protected health information (PHI) of 16,341 individuals. The PHI involved included financial, clinical and demographic information. The CE notified HHS, the affected individuals, and provided substitute notice. In response to the breach, the CE implemented additional administrative, technical, and security safeguards and retrained workforce members to better protect its PHI.",Hacking,"16,341 individuals",16341,0,1,1,0
claim_32,"The covered entity (CE), Northwest Medical Specialties PLLC, reported that it was the subject of a cyber-attack that affected the protected health information (PHI) of 3,864 individuals. The PHI involved included clinical and demographic information. The CE notified HHS, the affected individuals, the media, and posted substitute notice on their website. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards to better protect its PHI.",Cyberattack,"3,864 individuals",3864,1,0,1,1
claim_33,"The covered entity (CE), Children's Center of Hamden, reported that it was the subject of a cyber-attack that affected the protected health information (PHI) of 5,213 individuals. The PHI involved included clinical and demographic information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards, and retrained workforce members to better protect its PHI.",Cyberattack,"5,213 individuals",5213,1,1,1,1
claim_34,"The covered entity (CE), Woodlawn Hospital, reported that it experienced a cyber-attack that compromised the protected health information (PHI of 62,278 individuals, The PHI involved included, demographic and clinical information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In its mitigation efforts, the CE provided complimentary credit monitoring and restoration services and implemented additional administrative and technical safeguards.",Cyberattack,"62,278 individuals",62278,1,0,1,1
claim_35,"Cancer Care Center of North Florida, the covered entity (CE), reported that its business associate (BA) experienced a cybersecurity attack that compromised the protected health information (PHI) of 1,798 individuals. The PHI involved included names, addresses, dates of birth, drivers� license numbers, social security numbers, diagnoses/conditions, diagnostic imaging, diagnostic test results, lab results, medications, financial and health insurance information, and other treatment information. The CE notified HHS, the affected individuals, and the media about the breach as well as posting substitute notice on its website. In its mitigation efforts, the BA implemented additional administrative, technical, and security safeguards to better protect PHI.",Other,"1,798 individuals",1798,0,0,1,1
claim_36,"The covered entity (CE), University of Michigan, reported that an employee mailed a postcard which exposed the protected health information (PHI) of 1,015 individuals. The PHI involved included names, addresses, and diagnoses/conditions. The CE notified HHS, affected individuals, and the media. In response to the breach, the CE implemented additional administrative and technical safeguards to better protect PHI. Staff were retrained.",Mailing / transport,"1,015 individuals",1015,0,1,1,1
claim_37,"The covered entity (CE), Integrated Orthopedics of Arizona, reported that an employee was the victim of an email phishing scheme that affected the protected health information (PHI) of 2,916 individuals. The PHI involved included demographic, clinical, and financial information. The CE notified HHS, the affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE provided complimentary credit monitoring to the affected individuals and implemented additional administrative and technical safeguards. Staff were retrained.",Phishing,"2,916 individuals",2916,1,1,1,1
claim_38,"The covered entity (CE), Anderson & Kreiger LLP, reported that its business associate (BA) was the subject of a ransomware attack that affected the protected health information (PHI) of 1,607 individuals. The PHI involved included clinical and demographic information. The CE notified HHS, the affected individuals, the media, and posted substitute notice on their website.",Ransomware,"1,607 individuals",1607,0,0,0,1
claim_39,"The covered entity (CE), West Texas Oral Facial Surgery, reported that it was the subject of a ransomware attack that affected the protected health information (PHI) of 11,151 individuals. The PHI involved included demographic and clinical information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE implemented additional administrative, technical, and security safeguards, and retrained workforce members to better protect its PHI.",Ransomware,"11,151 individuals",11151,0,1,1,1
claim_40,"The covered entity (CE), AVALA Holdings, reported that multiple employees were the subjects of an email phishing scheme that affected the protected health information (PHI) of 22,732 individuals. The PHI involved included clinical and demographic information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards to better protect PHI.",Phishing,"22,732 individuals",22732,1,0,1,1
claim_41,"Valley Mountain Regional Center, the business associate (BA), reported that an employee posted the protected health information (PHI) of 529 individuals on its website. The PHI involved included names, addresses, phone numbers, and other identifiers. The BA notified HHS, the affected individuals, and the media. In its mitigation efforts, the BA revised its policies and procedures and implemented additional administrative and security safeguards.",Other,529 individuals,529,0,0,1,1
claim_42,"The covered entity (CE), OB/GYN Medical Center Associates, reported that it experienced a hacking attack that compromised the protected health information (PHI) of 2,132 individuals. The PHI involved included clinical information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE implemented additional administrative, technical, and security safeguards to better protect its PHI.",Hacking,"2,132 individuals",2132,0,0,1,1
claim_43,"The business associate (BA), Jack L Marcus, reported that the BA�s website impermissibly disclosed the protected health information (PHI) of 705 individuals. The PHI involved was limited to the treatment facility names where inmates in the Wisconsin Department of Corrections were located. The BA notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the BA implemented additional administrative, technical, and security safeguards. Staff members were retrained.",Other,705 individuals,705,0,1,1,1
claim_44,"The covered entity (CE), Regional Center of the East Bay, reported that an employee sent an email containing the protected health information (PHI) of 689 individuals to an unintended recipient. The PHI involved included names, dates of birth, and other identifiers. The CE notified HHS, the affected individuals, and the media regarding the breach. In response to the breach the CE sent an email reminder to all employees regarding its HIPAA compliance policies and procedures and provided written counseling to the affected employee.",Other,689 individuals,689,0,0,0,1
claim_45,"Community Health Network, the covered entity (CE), reported that an employee was the target of an email phishing scheme that affected the protected health information (PHI) of 15,410 individuals. The PHI included clinical, demographic and financial information. The CE notified HHS, the affected individuals, the media. and posted substitute notice on its website. In its mitigation efforts, the CE implemented additional technical, administrative and security safeguards.",Phishing,"15,410 individuals",15410,0,0,1,1
claim_46,"The covered entity (CE), Golden State Radiation Oncology, reported that multiple employees of its business associate (BA) was the subject of an email phishing scheme that affected the protected health information (PHI) of 2,130 individuals. The PHI involved included clinical and demographic information. The CE notified HHS, affected individuals, and the media. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards to better protect PHI.",Phishing,"2,130 individuals",2130,1,0,1,1
claim_47,"Cerner reported that it experienced a cyberattack that compromised the protected health information (PHI) of 501 individuals. Cerner was acquired by Oracle Corporation in 2022, and as a result, the investigation has closed since Cerner is no longer a covered entity.",Cyberattack,501 individuals,501,0,0,0,0
claim_48,"The business associate (BA), Apex Global Solutions, reported that it was the target of a hacking attack that affected the protected health information (PHI) of 1,4741 individuals. The PHI involved included clinical, demographic, and financial information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE and BA provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards to better protect its PHI.",Hacking,741 individuals,741,1,0,1,1
claim_49,"The covered entity (CE), Sentara Health, reported a breach after it discovered that two remote workforce members processing their lab requisitions were not the persons the CE hired to do the work. The breach affected the protected health information (PHI) of 13,278 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, and lab results. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards to better protect PHI.",Other,"13,278 individuals",13278,1,0,1,1
claim_50,"The covered entity (CE), Select Medical Holdings Corporation, reported that its business associate (BA) experienced a ransomware incident that affected the protected health information (PHI) of 119,525 individuals. The PHI involved demographic and clinical information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring to affected individuals and terminated its contract with BA.",Ransomware,"119,525 individuals",119525,1,0,0,1
claim_51,"The business associate (BA), AffirmedRx PBC, reported that an employee mailed the protected health information (PHI) of 1,089 individuals to the wrong recipients. The PHI involved included names and medications. The BA notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the BA implemented additional administrative, technical, and security safeguards, and retrained workforce members to better protect PHI.",Wrong recipient,"1,089 individuals",1089,0,1,1,1
claim_52,"The Business Associate (BA), Ocuco, reported that it experienced a hacking incident that affected the protected health information (PHI) of 240,961 individuals. The PHI involved included names, dates of birth, addresses, drivers� license numbers, Social Security numbers, claims and financial information, diagnoses/conditions, lab results, medications, and other treatment information. In response to the breach, the BA provided complimentary credit monitoring services to the affected individuals, and implemented additional administrative, technical, and security safeguards to better protect its PHI.",Hacking,"240,961 individuals",240961,1,0,1,0
claim_53,"The covered entity (CE), CareOregon, Inc., reported that an employee was the target of an email phishing scheme that affected the protected health information (PHI) of 1,786 individuals. The PHI involved clinical, demographic and financial information. The CE notified HHS, affected individuals, and the media. In its mitigation efforts, the CE provided security awareness training to its workforce and strengthened its threat detection and response solutions to better protect its PHI. OCR provided technical assistance to the CE regarding the HIPAA Rules.",Phishing,"1,786 individuals",1786,0,1,0,1
claim_54,"The covered entity (CE), MedStar St. Mary�s Hospital, reported that its business associate (BA) reported that it was the subject of a cybersecurity attack that affected the protected health information (PHI) of 172,915 individuals. The PHI involved included names, addresses, dates of birth, drivers� license and Social Security numbers, diagnoses/conditions, lab results, medications, and health insurance information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE and BA provided complimentary credit monitoring services to the affected individuals and implemented additional safeguards to better protect PHI.",Other,"172,915 individuals",172915,1,0,0,1
claim_55,"The covered entity (CE), UChicago Medicine Medical Group, reported that it was the subject of a cybersecurity incident that affected the protected health information of 38,656 individuals. The PHI involved included names, Social Security numbers, addresses, dates of birth, claims information, diagnoses/conditions, and treatment information. The CE notified HHS, the affected individuals and the media. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards to better protect its PHI.",Cybersecurity incident,"38,656 individuals",38656,1,0,1,1
claim_56,"The covered entity (CE), Shore Medical Center, reported that its business associate (BA) was the subject of a cybersecurity incident that affected the protected health information of 31,177 individuals. The PHI involved included names, Social Security numbers, addresses, dates of birth, diagnoses/conditions, and treatment information. The CE notified HHS, the affected individuals and the media. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards to better protect PHI.",Cybersecurity incident,"31,177 individuals",31177,1,0,1,1
claim_57,"The covered entity (CE), Swedish Edmonds Hospital, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 886 individuals. The PHI involved included names, addresses, Social Security numbers, dates of birth, financial information, and other treatment information. The CE notified HHS, affected individuals, and the media. In response to the breach, the CE offered free credit monitoring and implemented additional technical safeguards.",Ransomware,886 individuals,886,1,0,1,1
claim_58,"The covered entity (CE), Radiology Chartered, reported that its former business associate (BA) experienced a hacking incident that affected the protected health information (PHI) of 12,656 individuals. The PHI involved included names, dates of birth, addresses, and Social Security numbers. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards to better protect its PHI.",Hacking,"12,656 individuals",12656,1,0,1,1
claim_59,"The covered entity (CE), Balance Autism, reported that it was the subject of a ransomware attack that affected the protected health information (PHI) of 1,281 individuals. The PHI involved included names, dates of birth, addresses, Social Security and drivers� license numbers, diagnoses/conditions, and other treatment information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards to better protect its PHI.",Ransomware,"1,281 individuals",1281,1,0,1,1
claim_60,"The covered entity (CE), Midlothian Pharmacy Compounding & Prescription, reported that an employee inadvertently sent an email that contained the protected health information (PHI) of 1,000 individuals to the wrong recipients. The PHI involved was limited to patient names. The CE notified HHS, affecged individuals, and the media. In response to the breach the CE implemented additional administrative and technical safeguards. OCR provided technical assistance regarding the HIPAA Breach Notification Rules. Staff were retrained.",Wrong recipient,"1,000 individuals",1000,0,1,1,1
claim_61,"The covered entity (CE), InSider Vision, LLC, reported that an employee emailed the protected health information (PHI) of 1,426 individuals to the wrong recipient. The PHI involved included names, phone numbers, and addresses. The CE notified HHS and impacted individuals. In response to the breach, the CE implemented additional administrative, technical, and security safeguards, and retrained workforce members to better protect PHI.",Wrong recipient,"1,426 individuals",1426,0,1,1,0
claim_62,"The covered entity (CE), Marlboro-Chesterfield Pathology, P.C., reported that it experienced a hacking incident that affected the protected health information (PHI) of 235,911 individuals. The PHI involved included names, dates of birth, drivers� license and Social Security numbers, claims and financial information, diagnoses, and lab results. The CE notified HHS, affected individuals, the media, and provided substitute notice. In response to the breach, the CE implemented additional administrative, technical, and security safeguards.",Hacking,"235,911 individuals",235911,0,0,1,1
claim_63,"The business associate (BA), Serviceaide, reported that a database containing the protected health information (PHI) of 483,126 individuals was made publicly available via the Internet. The PHI involved included names, Social Security numbers, addresses, diagnoses/conditions, lab results, medications, and other treatment information. The BA notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the BA provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards. Staff were retrained.",Internet exposure,"483,126 individuals",483126,1,1,1,1
claim_64,"The covered entity (CE), The Caring Healthcare Network, LLC, reported that an employee was seen on video printing a document that contained the protected health information (PHI) of approximately 1,019 individuals. The PHI involved names, addresses and dates of birth. The CE notified HHS of the breach. In its mitigation efforts, the CE provided security awareness training to its workforce, sanctioned the employee involved in the incident, and increased its HIPAA compliance monitoring to better protect its PHI. OCR provided technical assistance to the CE regarding the HIPAA Rules.",Other,"1,019 individuals",1019,0,1,0,0
claim_65,"The covered entity (CE), Primary Health Care, Inc., reported that that a workforce member inadvertently sent an email that contained the protected health information (PHI) of 787 individuals to the wrong recipients. The PHI involved included names and treatment information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE implemented additional administrative and technical safeguards and retrained workforce members to better protect PHI.",Wrong recipient,787 individuals,787,0,1,1,1
claim_66,"The covered entity (CE), Schewitz Psychological Services dba Couples Learn, reported that its business associate (BA) experienced a cyberattack affecting the protected health information (PHI) of 3,700 individuals. The PHI involved included names, email addresses, phone numbers, and treatment information. The CE notified HHS, affected individuals, and the media. In its mitigation efforts, the CE and BA implemented additional technical safeguards.",Cyberattack,"3,700 individuals",3700,0,0,1,1
claim_67,"The covered entity (CE), Arizona Arthritis and Rheumatology Associates, P.C., reported that several employees were the subjects of an email phishing attack that affected the protected health information (PHI) of 5,509 individuals. The PHI involved included names, addresses, dates of birth, claims information, diagnoses/conditions, lab results, medications, and other treatment information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and implemented additional administrative, technical, and security safeguards, and retrained workforce members to better protect its PHI.",Phishing,"5,509 individuals",5509,1,1,1,1
claim_68,"Lincoln National Corporation dba Lincoln Financial, the covered entity (CE), reported that its business associate (BA) experienced a cyberattack that impacted the protected health information (PHI) for 1,123 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, and claims and financial information. The CE notified HHS and the affected individuals. In its mitigation efforts, the CE strengthened passwords and offered credit monitoring.",Cyberattack,"1,123 individuals",1123,1,0,0,0
claim_69,"The covered entity (CE), The Neurological Institute of Savannah & Center for Spine, P.C., reported that it experienced a hacking attack that compromised the protected health information (PHI) of 32,548 individuals. The PHI involved included names, addresses, dates of birth, social security numbers, claims information, diagnoses/conditions, lab results, medications, and other treatment information. The CE notified HHS, affected individuals, and posted substitute notice on its website. In response to the breach, the CE implemented additional administrative, technical, and security safeguards. Staff were retrained.",Hacking,"32,548 individuals",32548,0,1,1,0
claim_70,"Prestonwood Baptist Church reported it experienced a cyber-attack that affected the protected health information of 501 individuals. After review, it was determined that Prestonwood Baptist Church is not a covered entity. Therefore, OCR closed the case.",Cyberattack,501 individuals,501,0,0,0,0
claim_71,"The covered entity (CE), Marc Irwin Sharfman, M.D., P.A., reported that its business associate (BA) was the subject of a breach that affected the protected health information (PHI) of 650 individuals. The PHI involved included demographic and financial information. The CE notified HHS, the affected individuals, and the media. In response to the breach, the CE provided complimentary credit monitoring services to the affected individuals and the BA implemented additional administrative, technical, and security safeguards to better protect PHI.",Other,650 individuals,650,1,0,1,1
