doc_id,text,affected_individuals,high_impact,predicted_class,predicted_prob,word_count,cyber_terms,breach_terms,healthcare_terms,phi_terms,email_terms,safeguard_terms
claim_357,"Packaging Corporation of America, the covered entity (CE), reported that a vendor of its business associate (BA) experienced a cyber-attack that compromised the protected health information of 783 individuals. The PHI involved included names, addresses, dates of birth Social Security numbers, account identifiers, and other identifiers. The CE notified HHS and the affected individuals. In its mitigation efforts, the CE provided complimentary credit monitoring services. The BA and vendor are currently under investigation.",783,0,1,0.5775251072585148,74,1,2,1,2,1,0
claim_386,"The covered entity (CE), Aveanna Healthcare reported that multiple employees emailed the protected health information (PHI) of 10,482 individuals to their personal email accounts. The PHI involved included names, dates of birth, health insurance information, diagnoses, lab results, medications, Social Security numbers, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE provided complimentary credit monitoring services and strengthened its administrative, technical, and security safeguards to further protect its sensitive data.",10482,1,0,0.30760450349549895,88,0,2,3,3,2,1
claim_389,"The covered entity (CE), Janna Pharmacy, reported that an employee impermissibly emailed the protected health information (PHI) of 26,372 individuals to her personal email account. The PHI involved included names, dates of birth, addresses, prescriptions, and health insurance information. The CE notified HHS and the affected individuals. In response to the breach, the CE provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards to better protect its sensitive data.",26372,1,0,0.2919522879291866,74,0,2,2,3,3,1
claim_392,"The business associate (BA), Smith, Gambrell & Russell, LLP, reported that it experienced a hacking incident that affected the protected health information (PHI) of 4,688 individuals. The PHI involved included demographic, clinical, and financial information. The BA notified HHS and affected individuals. In response to the breach, the BA issued media, substitute and individual notice, and implemented additional administrative, technical, and security safeguards.",4688,0,1,0.6005427282439808,63,1,4,2,4,0,1
claim_410,"The business associate (BA), Kairos Health Arizona, Inc., reported that a former BA accessed its database that contained the protected health information (PHI) of 14,435 individuals. The PHI involved included dates of birth, claims information, diagnoses/conditions, and other treatment information. The BA notified HHS, affected individuals, and the media. In response to the breach the BA implemented additional technical and administrative safeguards to better protect PHI.",14435,1,0,0.373054807432661,68,0,2,2,4,0,1
claim_414,"The covered entity (CE), Pinnacle Orthopaedics & Sports Medicine Specialists, reported that it was the subject of a ransomware attack that affected the protected health information (PHI) of 1,100 individuals. The PHI involved included names, dates of birth, addresses, lab results, medications, diagnoses/conditions, and other treatment information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards. Staff were retrained to better protect its PHI.",1100,0,1,0.580986264543098,89,1,3,1,4,1,2
claim_442,"The covered entity (CE), Crestwyn Behavioral Health Hospital reported that an employee was the subject of an email phishing scheme that affected the protected health information (PHI) of 1,757 individuals. The PHI involved included names, addresses, and treatment and health insurance information. The CE notified HHS, affected individuals, the media, and posted substitute breach notice on its website. In response to the breach, the CE implemented a series of improved technical safeguards.",1757,0,1,0.5183428568779945,73,1,4,4,4,2,1
claim_462,"Tobii Dynavox, the covered entity (CE), reported that an employee was the target of an email phishing attack that compromised the protected health information (PHI) of 1,098 individuals. The PHI involved included names, birthdates, addresses, Social Security numbers, diagnoses, and other treatment information. The CE notified HHS, affected individuals, and the media. In response to the breach, the CE implemented additional administrative, technical, and security safeguards. Staff were retrained on email security.",1098,0,1,0.521844639284528,73,1,3,1,4,3,2
claim_479,"The covered entity (CE), Grayson & Associates, reported that it experienced a hacking incident that affected the protected health information (PHI) of 573 individuals. The PHI involved included names, dates of birth, drivers� license and Social Security numbers, claims information, diagnoses/conditions, medications, and financial information. The CE notified HHS, affected individuals, and posted substitute notice on its website. In response to the breach, the CE implemented additional administrative, technical, and security safeguards.",573,0,1,0.6106812612724997,72,1,4,1,3,0,1
claim_487,"Forefront Dermatology dba Premier Dermatology, the covered entity (CE), reported that an employee was the subject of an email phishing scheme that affected the protected health information (PHI) of 2,297 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, diagnoses/conditions, health insurance information, and other treatment information. The CE notified HHS, the affected individuals, and the media. In its mitigation efforts, the CE implemented additional administrative and technical safeguards to better protect sensitive data.",2297,0,1,0.5376151672594778,80,1,2,2,4,2,1
claim_490,"The covered entity (CE), Bay Oral Surgery & Implant Center, reported that an employee was the subject of an email phishing attack that affected the protected health information (PHI) of 13,055 individuals. The PHI involved included names, dates of birth, addresses, email addresses, phone numbers, Social Security and drivers� license numbers, health insurance and financial information, diagnoses, medication information, and other treatment information. The CE notified HHS, affected individuals, the media, and provided substitute notice. In response to the breach, the CE implemented additional administrative, technical, and security safeguards. Staff were retrained on email security precautions.",13055,1,0,0.44814880966850074,96,1,3,2,4,5,2
claim_492,"The covered entity (CE), County of Los Angeles Department of Health Services and Public Health, reported that multiple employees were the subjects of an email phishing scheme that affected the protected health information (PHI) of 252,856 individuals. The PHI involved included names, addresses, dates of birth, drivers� license and Social Security numbers, financial information, diagnoses and conditions, lab results, medications, and other treatment information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services and implemented additional technical safeguards. Staff were retrained on email security.",252856,1,0,0.49795729895362917,101,1,3,3,4,3,2
claim_520,"The covered entity (CE), The Epilepsy Foundation of Metro New York, reported that it experienced a cyber-attack that affected the protected health information (PHI) of 3,852 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, and diagnoses. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards to better protect its PHI.",3852,0,1,0.5789526235009803,83,1,3,1,4,1,1
claim_542,"The covered entity (CE), Mesquite Specialty Hospital, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 1,244 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses/conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring to affected individuals and implemented additional administrative, technical, and security safeguards. Staff were also retrained in its requirements to protect and secure PHI.",1244,0,1,0.5713129940434475,98,1,5,2,4,1,2
claim_545,"The covered entity (CE), Laredo Rehabilitation Hospital, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 1,785 individuals. The PHI involved included names, dates of birth, Social Security numbers, driver�s license numbers, addresses/zip codes, claims information, medications, diagnoses/conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring to affected individuals and implemented additional administrative, technical, and security safeguards. Staff were also retrained in its requirements to protect and secure PHI.",1785,0,1,0.5710662327754736,101,1,5,2,4,1,2
claim_551,"The covered entity (CE), Denver Regional Rehabilitation Hospital, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 848 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses and conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",848,0,1,0.570762434482433,95,1,4,2,4,1,2
claim_556,"The covered entity (CE), Bakersfield Rehabilitation Hospital, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 852 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses and conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",852,0,1,0.570844706648342,94,1,4,2,4,1,2
claim_560,"The covered entity (CE), Northern Colorado Long Term Acute Hospital, reported that it experienced a ransomware incident that affected the protected health information (PHI) of 4,335 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses and conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",4335,0,1,0.5705155945405623,98,1,4,2,4,1,2
claim_565,"The covered entity (CE), Lafayette Regional Rehabilitation Hospital reported that it experienced a ransomware incident that affected the protected health information (PHI) of 2,861 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses/conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",2861,0,1,0.570762434482433,95,1,4,2,4,1,2
claim_567,"The covered entity (CE), Corpus Christi Rehabilitation Hospital reported that it experienced a ransomware incident that affected the protected health information (PHI) of 3,581 individuals. The PHI involved included names, dates of birth, Social Security and drivers� license numbers, addresses, claims information, medications, diagnoses/conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE offered free credit monitoring and implemented additional administrative, technical, and security safeguards. Staff were retrained in its requirements to protect and secure PHI.",3581,0,1,0.570762434482433,95,1,4,2,4,1,2
claim_584,"The covered entity (CE), Western New York Independent Living, reported that it was the subject of a ransomware attack that affected the protected health information (PHI) of 2,886 individuals. The PHI involved included names, Social Security numbers, diagnoses, and other treatment information. The CE notified HHS, affected individuals, and the media. In response to the breach, the CE provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards. Staff were retrained.",2886,0,1,0.6121306742503942,75,1,3,1,3,0,2
claim_618,"The covered entity (CE), Highland Health Systems, reported that it was the subject of a data breach that affected the protected health information (PHI) of 83,543 individuals. The PHI involved included names, addresses, drivers� license and social security numbers, birthdates, medications, and other treatment information. The CE notified HHS, affected individuals, and posted substitute notice on its website. In its mitigation efforts, the CE implemented additional administrative, technical, and security safeguards to better protect its PHI.",83543,1,0,0.34495673354191647,77,0,3,2,4,1,1
claim_622,"The business associate (BA), KMJ Health Solutions, reported that it experienced a hacking attack that compromised the protected health information (PHI) of 2,191 individuals. The PHI involved included names, dates of birth, diagnoses/conditions, lab results, medications, and other treatment information. The BA notified HHS, affected individuals, and the media. In its mitigation efforts, the BA updated/revised its relevant policies and procedures, implemented security enhancements, and increased its threat protections to better protect its PHI. OCR provided the BA with technical assistance regarding the HIPAA Rules.",2191,0,1,0.593894094317257,88,1,2,2,5,0,0
claim_653,"The covered entity (CE), City of Dubuque Fire Department, reported that its business associate (BA) inadvertently sent the protected health information (PHI) of 1,381 individuals to an unauthorized recipient. The PHI involved included names, dates of birth, drivers� license and social security numbers, diagnoses, medications, and other treatment information. The CE notified HHS and the affected individuals. In response to the breach, the CE and BA implemented additional administrative and technical safeguards.",1381,0,1,0.579555662391071,73,1,2,1,3,1,1
claim_664,"The covered entity (CE), Forward Healthcare, reported that its business associate (BA) experienced a cybersecurity incident that affected the protected health information (PHI) of 3,999 individuals. The PHI involved included names, addresses, dates of birth, and treatment information. The CE notified HHS and the affected individuals. In response to the breach, the CE provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards to better protect its PHI.",3999,0,1,0.5701157444919052,72,1,4,2,4,1,1
claim_680,"The covered entity (CE), Sun Pain Management, reported that it was the subject of a ransomware attack that affected the protected health information (PHI) of 2,988 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, claims and financial information, diagnoses, lab results, medications, and other treatment information. The CE notified HHS, the affected individuals, and the media. In response to the breach, the CE provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards to better protect its PHI.",2988,0,1,0.5786251394677292,87,1,3,1,4,1,1
claim_688,"The covered entity, FedEx Corporation Group Health Plan, reported that a vendor of its business associate (BA) experienced a cyber-attack that compromised the protected health information (PHI) of 553 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, diagnoses, lab results, medications, claims and financial information, and other treatment information. The CE notified HHS, and the affected individuals. In its mitigation efforts, the CE and BA implemented additional administrative, technical, and security safeguards to better protect PHI.",553,0,1,0.5676955097865833,82,1,2,2,4,1,1
claim_689,"Webber Chiropractic Sports Clinic, the covered entity (CE), reported that it experienced a ransomware attack that compromised the protected health information (PHI) of 1,695 individuals. The PHI involved included names, addresses, dates of birth, Social Security and drivers� license numbers, health insurance information, claims and financial information, medications, diagnoses, and additional treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. As a result of OCR�s investigation, the CE implemented additional administrative, technical, and security safeguards to better protect its sensitive data.",1695,0,1,0.5675356786202455,91,1,2,2,3,1,1
claim_691,"J.D. Gilmour & Company, the business associate (BA), reported that an employee was the victim of an email phishing scheme that compromised the protected health information (PHI) of 2,570 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, and health insurance information. The BA notified HHS, the affected individuals, the media, and posted substitute notice on its website. In its mitigation efforts, the BA implemented additional administrative, technical, and security safeguards to better protect its sensitive data. OCR provided technical assistance regarding the HIPAA Rules.",2570,0,1,0.5361906210070838,90,1,2,2,5,2,1
claim_700,"The covered entity (CE), Native American Health Center, reported that that it experienced a ransomware incident that affected the protected health information (PHI) of 4,231 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, diagnoses/conditions, and other treatment information. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In its mitigation efforts, the CE provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards to better protect its PHI. In addition, the CE retrained its workforce members on privacy and security. During the investigation, OCR provided the CE with technical assistance.",4231,0,1,0.5690591186914131,106,1,3,2,4,1,2
claim_717,"The covered entity (CE), Dignity Health Nevada St. Rose Dominican Hospital, reported that its business associate experienced a cybersecurity attack that compromised the protected health information (PHI) of approximately 2,652 individuals. The PHI involved included names, addresses, dates of birth, drivers� license numbers, and diagnoses. The CE notified HHS, the affected individuals, the media, and provided substitute notice. OCR has initiated a compliance review of the business associate regarding this breach.",2652,0,1,0.5567482872075973,72,1,3,3,3,1,0
claim_745,"Retina Group of Washington, the covered entity (CE), reported that it experienced a ransomware incident that affected the protected health information (PHI) of 455,935 individuals. The PHI involved included names, addresses, phone numbers, email addresses, dates of birth, drivers� license and Social Security numbers, medical record numbers, and treatment and health insurance information. The CE notified HHS, affected individuals, and the media. In its mitigation efforts, the CE implemented additional administrative, technical, and security safeguards to better protect its sensitive data. OCR provided technical assistance regarding the HIPAA Rules.",455935,1,0,0.49629010272507584,90,1,3,3,4,3,1
claim_760,"The covered entity (CE), ZOLL Medical Corporation, reported that an employee was the subject of an email phishing scheme that affected the protected health information (PHI) of 8,898 individuals. The PHI involved included names, addresses, dates of birth, Social Security numbers, and medical diagnoses and other clinical information. ZOLL notified HHS, affected individuals, and the media. In its mitigation efforts, the CE implemented additional administrative, technical, and security safeguards to better protect its PHI. Staff were retrained on email security precautions.",8898,1,0,0.48737331587108823,82,1,2,4,5,3,2
claim_767,"The covered entity (CE), Discount Emporium dba Drug Emporium, reported that it experienced a cyber-attack that affected the protected health information (PHI) of 2,500 individuals. The PHI involved included names and medications. The CE notified HHS, the affected individuals, and the media. Following the breach, the CE shuttered all of its pharmacies; therefore, the investigation was closed.",2500,0,1,0.6084792570525643,59,1,3,1,3,0,0
claim_772,"The covered entity (CE), Cardiothoracic and Vascular Surgeons, reported that it experienced a ransomware incident that affected the electronic protected health information (ePHI) of 1,868 individuals. The ePHI involved included names, addresses, dates of birth, social security numbers, financial information, diagnoses, conditions, lab results, medications, and other treatment information. The CE notified HHS, the affected individuals and the media. In response to the breach, the CE implemented additional technical safeguards.",1868,0,1,0.5813046505082472,71,1,4,1,3,1,1
claim_804,"The covered entity (CE), Columbia County Child Abuse Assessment Center dba The Amani Center, reported that an employee was the subject of an email phishing scheme that affected the protected health information (PHI) of 760 individuals. The PHI involved included names, dates of birth, addresses, drivers� license and Social Security numbers, claims and financial information, diagnoses, medications, and other treatment information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards. Staff were retrained on email security.",760,0,1,0.5195817295879542,100,1,3,1,4,3,2
claim_813,"The covered entity (CE), The Charles Lea Center, reported that it experienced a cybersecurity incident that affected the protected health information (PHI) of 1,250 individuals. The PHI involved included names, Social Security numbers, addresses, dates of birth, and diagnoses. The CE notified HHS, affected individuals, the media, and posted substitute notice on its website. In response to the breach, the CE provided complimentary credit monitoring services and implemented additional administrative and technical safeguards to better protect its PHI.",1250,0,1,0.5800731424354727,79,1,4,1,4,1,1
claim_815,"The covered entity (CE), Columbus Aesthetic and Plastic Surgery, reported that a software application exposed the protected health information (PHI) of 16,598 individuals. The PHI involved included names, drivers� license and Social Security numbers, diagnoses, claims and health insurance information, and other treatment information. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services and the CE and BA implemented additional administrative, technical, and security safeguards to better protect PHI.",16598,1,0,0.37164210589005753,86,0,2,2,4,0,1
claim_823,"The covered entity (CE), CKF Addiction Treatment, reported that an employee was the target of an email phishing scheme that compromised the protected health information (PHI) of 2,946 individuals. The PHI involved included names, addresses, birthdates, diagnoses, claims information, medications, and other treatment information. The CE notified HHS, affected individuals, and the media. In its mitigation efforts, the CE strengthened its administrative, technical, and security safeguards.",2946,0,1,0.5493914468597426,67,1,2,1,4,2,1
claim_831,"The covered entity (CE), Westside Community Services, reported that it was the subject of a ransomware attack that affected the protected health information (PHI) of 2,484 individuals. The PHI involved included names, dates of birth, drivers� license and Social Security numbers, financial information, diagnoses, lab results, and medications. The CE notified HHS, the affected individuals, the media, and provided substitute notice. In response to the breach, the CE provided complimentary credit monitoring services and implemented additional administrative, technical, and security safeguards to better protect its PHI.",2484,0,1,0.6081430250661347,87,1,3,1,4,0,1
